studyName,Event,"Datetime GMT","Latitude dec. deg. (º)","Longitude dec. deg. (º)","Julian day",Station,"Irradiance (%)","Depth (m)","Phosphate (µmol/L)","Silicate (µmol/L)","Nitrite (µmol/L)","Nitrate (µmol/L)","Ammonium (µmol/L)","Nitrite and Nitrate (µmol/L)",Notes
PAL9192,,"1991-12-02 00:00:00",-64.055,-64.055,,A,,0,1.62,40.19,,24.9,,,
PAL9192,,"1991-12-03 00:00:00",-64.055,-64.055,,A,,0,0.76,31.69,,12.61,,,
PAL9192,,"1991-12-10 00:00:00",-64.055,-64.055,,A,,0,0.47,36.89,,19.6,,,
PAL9192,,"1991-12-11 00:00:00",-64.055,-64.055,,A,,0,0.33,44.04,,21.12,,,
PAL9192,,"1991-12-13 00:00:00",-64.055,-64.055,,A,,0,0.36,42.17,,20.28,,,
PAL9192,,"1991-12-18 00:00:00",-64.055,-64.055,,A,,0,1.05,46.51,,16.55,,,
PAL9192,,"1991-12-23 00:00:00",-64.055,-64.055,,A,,0,0.12,39.28,,10.34,,,
PAL9192,,"1991-12-27 00:00:00",-64.055,-64.055,,A,,0,0.1,32.46,,2.43,,,
PAL9192,,"1992-01-06 00:00:00",-64.055,-64.055,,A,,0,0.31,30.24,,1.52,,,
PAL9192,,"1992-01-10 00:00:00",-64.055,-64.055,,A,,0,0.66,36.12,,7.34,,,
PAL9192,,"1992-01-13 00:00:00",-64.055,-64.055,,A,,0,0.77,41.04,,6.86,,,
PAL9192,,"1992-01-27 00:00:00",-64.055,-64.055,,A,,0,1.79,29.1,,34.62,,,
PAL9192,,"1992-02-07 00:00:00",-64.055,-64.055,,A,,0,1.5,27.87,,19.14,,,
PAL9192,,"1991-11-27 00:00:00",-64.073,-64.073,,B,,0,0.94,41.54,,11.17,,,
PAL9192,,"1991-12-03 00:00:00",-64.073,-64.073,,B,,0,0.55,32.28,,20.14,,,
PAL9192,,"1991-12-05 00:00:00",-64.073,-64.073,,B,,0,0.45,35.78,,21.31,,,
PAL9192,,"1991-12-10 00:00:00",-64.073,-64.073,,B,,0,0.3,31.23,,20.07,,,
PAL9192,,"1991-12-10 00:00:00",-64.073,-64.073,,B,,0,0.57,22.87,,14.21,,,
PAL9192,,"1991-12-11 00:00:00",-64.073,-64.073,,B,,0,1.26,50.23,,18.8,,,
PAL9192,,"1991-12-13 00:00:00",-64.073,-64.073,,B,,0,0.24,46.32,,22.1,,,
PAL9192,,"1991-12-16 00:00:00",-64.073,-64.073,,B,,0,0.25,37.11,,17.04,,,
PAL9192,,"1991-12-18 00:00:00",-64.073,-64.073,,B,,0,0.2,35.66,,22.94,,,
PAL9192,,"1991-12-21 00:00:00",-64.073,-64.073,,B,,0,0.14,39.97,,12.64,,,
PAL9192,,"1991-12-23 00:00:00",-64.073,-64.073,,B,,0,0.09,29.62,,7.78,,,
PAL9192,,"1991-12-27 00:00:00",-64.073,-64.073,,B,,0,0.08,39.5,,0.73,,,
PAL9192,,"1991-12-28 00:00:00",-64.073,-64.073,,B,,0,0.07,22.88,,0.72,,,
PAL9192,,"1991-12-30 00:00:00",-64.073,-64.073,,B,,0,0.08,39.04,,6.86,,,
PAL9192,,"1991-12-31 00:00:00",-64.073,-64.073,,B,,0,0.07,40.24,,7.95,,,
PAL9192,,"1992-01-02 00:00:00",-64.073,-64.073,,B,,0,0.05,29.58,,2.86,,,
PAL9192,,"1992-01-04 00:00:00",-64.073,-64.073,,B,,0,0.37,26.41,,1.29,,,
PAL9192,,"1992-01-07 00:00:00",-64.073,-64.073,,B,,0,0.44,29.64,,4.59,,,
PAL9192,,"1992-01-08 00:00:00",-64.073,-64.073,,B,,0,0.97,24.81,,12.61,,,
PAL9192,,"1992-01-09 00:00:00",-64.073,-64.073,,B,,0,0.66,21.81,,15.18,,,
PAL9192,,"1992-01-10 00:00:00",-64.073,-64.073,,B,,0,0.94,23.82,,23.07,,,
PAL9192,,"1992-01-11 00:00:00",-64.073,-64.073,,B,,0,0.89,22.02,,17.27,,,
PAL9192,,"1992-01-13 00:00:00",-64.073,-64.073,,B,,0,0.82,28.49,,6.72,,,
PAL9192,,"1992-01-14 00:00:00",-64.073,-64.073,,B,,0,0.63,21.08,,9.12,,,
PAL9192,,"1992-01-16 00:00:00",-64.073,-64.073,,B,,0,0.85,22.78,,14.67,,,
PAL9192,,"1992-01-18 00:00:00",-64.073,-64.073,,B,,0,0.68,18.5,,8.06,,,
PAL9192,,"1992-01-20 00:00:00",-64.073,-64.073,,B,,0,1.02,22.98,,12.38,,,
PAL9192,,"1992-01-21 00:00:00",-64.073,-64.073,,B,,0,1.91,32.7,,31.72,,,
PAL9192,,"1992-01-24 00:00:00",-64.073,-64.073,,B,,0,1.74,28.6,,28.96,,,
PAL9192,,"1992-01-26 00:00:00",-64.073,-64.073,,B,,0,2.03,25.84,,27.98,,,
PAL9192,,"1992-01-27 00:00:00",-64.073,-64.073,,B,,0,2.25,25.44,,32.77,,,
PAL9192,,"1992-01-30 00:00:00",-64.073,-64.073,,B,,0,1.71,23.34,,26.93,,,
PAL9192,,"1992-02-01 00:00:00",-64.073,-64.073,,B,,0,1.68,24.62,,23.81,,,
PAL9192,,"1992-02-01 00:00:00",-64.073,-64.073,,B,,0,1.71,27.7,,22.31,,,
PAL9192,,"1992-02-02 00:00:00",-64.073,-64.073,,B,,0,1.9,38.66,,28.53,,,
PAL9192,,"1992-02-04 00:00:00",-64.073,-64.073,,B,,0,1.82,32.8,,23.72,,,
PAL9192,,"1992-02-07 00:00:00",-64.073,-64.073,,B,,0,1.63,34.03,,23.46,,,
PAL9192,,"1992-02-07 00:00:00",-64.073,-64.073,,B,,0,1.4,20.09,,16.79,,,
PAL9192,,"1992-02-10 00:00:00",-64.073,-64.073,,B,,0,1.72,23.04,,20.51,,,
PAL9192,,"1992-02-13 00:00:00",-64.073,-64.073,,B,,0,1.33,28.95,,15.98,,,
PAL9192,,"1992-02-15 00:00:00",-64.073,-64.073,,B,,0,1.68,32.75,,24.14,,,
PAL9192,,"1992-02-17 00:00:00",-64.073,-64.073,,B,,0,1.36,32.03,,18.4,,,
PAL9192,,"1992-02-21 00:00:00",-64.073,-64.073,,B,,0,1.43,30.96,,19.08,,,
PAL9192,,"1992-02-24 00:00:00",-64.073,-64.073,,B,,0,1.82,39.88,,24.12,,,
PAL9192,,"1992-02-25 00:00:00",-64.073,-64.073,,B,,0,1.43,29.95,,20.59,,,
PAL9192,,"1992-02-27 00:00:00",-64.073,-64.073,,B,,0,1.16,25.29,,15.83,,,
PAL9192,,"1991-12-11 00:00:00",-64.073,-64.073,,C,,0,1.4,42.82,,21.64,,,
PAL9192,,"1991-12-18 00:00:00",-64.073,-64.073,,C,,0,0.28,31.43,,12.13,,,
PAL9192,,"1991-12-23 00:00:00",-64.073,-64.073,,C,,0,0.17,36.15,,7.58,,,
PAL9192,,"1991-12-27 00:00:00",-64.073,-64.073,,C,,0,0.31,44.42,,21.91,,,
PAL9192,,"1992-01-04 00:00:00",-64.073,-64.073,,C,,0,0.38,25.67,,2.55,,,
PAL9192,,"1992-01-10 00:00:00",-64.073,-64.073,,C,,0,0.83,21.34,,15.23,,,
PAL9192,,"1992-01-13 00:00:00",-64.073,-64.073,,C,,0,1.32,36.54,,16.13,,,
PAL9192,,"1992-01-27 00:00:00",-64.073,-64.073,,C,,0,1.88,28.63,,24.64,,,
PAL9192,,"1992-02-07 00:00:00",-64.073,-64.073,,C,,0,1.43,24.07,,19.5,,,
PAL9192,,"1991-12-05 00:00:00",-64.051,-64.051,,D,,0,1.68,54.91,,22.81,,,
PAL9192,,"1991-12-11 00:00:00",-64.051,-64.051,,D,,0,1.33,49.91,,18.86,,,
PAL9192,,"1991-12-18 00:00:00",-64.051,-64.051,,D,,0,0.36,36.54,,16.66,,,
PAL9192,,"1991-12-23 00:00:00",-64.051,-64.051,,D,,0,0.9,46.6,,16.55,,,
PAL9192,,"1991-12-27 00:00:00",-64.051,-64.051,,D,,0,1.6,43.03,,22.41,,,
PAL9192,,"1992-01-10 00:00:00",-64.051,-64.051,,D,,0,0.94,23.94,,15.18,,,
PAL9192,,"1992-01-13 00:00:00",-64.051,-64.051,,D,,0,0.94,19.87,,13.79,,,
PAL9192,,"1992-01-27 00:00:00",-64.051,-64.051,,D,,0,1.63,27.7,,29.48,,,
PAL9192,,"1992-02-07 00:00:00",-64.051,-64.051,,D,,0,1.39,20.34,,19.31,,,
PAL9192,,"1991-12-05 00:00:00",-64.041,-64.041,,E,,0,1.4,33.54,,22.23,,,
PAL9192,,"1991-12-11 00:00:00",-64.041,-64.041,,E,,0,1.51,46.07,,24.78,,,
PAL9192,,"1991-12-16 00:00:00",-64.041,-64.041,,E,,0,0.37,38.99,,17.64,,,
PAL9192,,"1991-12-18 00:00:00",-64.041,-64.041,,E,,0,1.68,49.06,,24.89,,,
PAL9192,,"1991-12-21 00:00:00",-64.041,-64.041,,E,,0,0.38,46.41,,21.3,,,
PAL9192,,"1991-12-23 00:00:00",-64.041,-64.041,,E,,0,0.25,40.05,,15.72,,,
PAL9192,,"1991-12-27 00:00:00",-64.041,-64.041,,E,,0,0.23,47.66,,22.98,,,
PAL9192,,"1991-12-28 00:00:00",-64.041,-64.041,,E,,0,0.32,28.34,,15.31,,,
PAL9192,,"1991-12-30 00:00:00",-64.041,-64.041,,E,,0,0.35,30.49,,15.7,,,
PAL9192,,"1992-01-07 00:00:00",-64.041,-64.041,,E,,0,3.76,33.85,,14.8,,,
PAL9192,,"1992-01-10 00:00:00",-64.041,-64.041,,E,,0,1.01,22.71,,13.74,,,
PAL9192,,"1992-01-13 00:00:00",-64.041,-64.041,,E,,0,1.24,27.38,,26.98,,,
PAL9192,,"1992-01-16 00:00:00",-64.041,-64.041,,E,,0,1.2,23.83,,16.66,,,
PAL9192,,"1992-01-26 00:00:00",-64.041,-64.041,,E,,0,1.46,23.14,,21.45,,,
PAL9192,,"1992-01-27 00:00:00",-64.041,-64.041,,E,,0,1.47,23.3,,18.62,,,
PAL9192,,"1992-01-28 00:00:00",-64.041,-64.041,,E,,0,1.86,22.52,,29.54,,,
PAL9192,,"1992-01-30 00:00:00",-64.041,-64.041,,E,,0,2.1,36.97,,25.09,,,
PAL9192,,"1992-02-02 00:00:00",-64.041,-64.041,,E,,0,1.6,27.94,,20.26,,,
PAL9192,,"1992-02-07 00:00:00",-64.041,-64.041,,E,,0,1.6,26.59,,20.16,,,
PAL9192,,"1992-02-07 00:00:00",-64.041,-64.041,,E,,0,1.56,25.7,,19.08,,,
PAL9192,,"1992-02-10 00:00:00",-64.041,-64.041,,E,,0,1.64,24.31,,21.64,,,
PAL9192,,"1992-02-17 00:00:00",-64.041,-64.041,,E,,0,1.45,29.95,,17.53,,,
PAL9192,,"1992-02-19 00:00:00",-64.041,-64.041,,E,,0,1.87,31.92,,21.24,,,
PAL9192,,"1992-02-21 00:00:00",-64.041,-64.041,,E,,0,1.52,29.65,,24.82,,,
PAL9192,,"1992-02-24 00:00:00",-64.041,-64.041,,E,,0,1.36,29.14,,23.98,,,
PAL9192,,"1992-02-27 00:00:00",-64.041,-64.041,,E,,0,1.29,28.7,,19.92,,,
PAL9192,,"1991-12-02 00:00:00",-64.055,-64.055,,A,,10,1.76,36.54,,26.04,,,
PAL9192,,"1991-12-02 00:00:00",-64.055,-64.055,,A,,20,0.7,27.48,,21.98,,,
PAL9192,,"1991-12-02 00:00:00",-64.055,-64.055,,A,,28,1.38,34.74,,21.17,,,
PAL9192,,"1991-12-03 00:00:00",-64.055,-64.055,,A,,15,1.19,52.13,,19.93,,,
PAL9192,,"1991-12-03 00:00:00",-64.055,-64.055,,A,,20,1.6,43.11,,24.83,,,
PAL9192,,"1991-12-03 00:00:00",-64.055,-64.055,,A,,30,1.82,44.87,,26.41,,,
PAL9192,,"1991-12-18 00:00:00",-64.055,-64.055,,A,,8,0.33,41.61,,18.18,,,
PAL9192,,"1991-12-27 00:00:00",-64.055,-64.055,,A,,2,0.35,33.41,,2.58,,,
PAL9192,,"1992-01-10 00:00:00",-64.055,-64.055,,A,,5,,,,,,,
PAL9192,,"1992-01-27 00:00:00",-64.055,-64.055,,A,,5,2,30.95,,25.17,,,
PAL9192,,"1992-02-07 00:00:00",-64.055,-64.055,,A,,10,1.7,21.57,,19.99,,,
PAL9192,,"1991-12-05 00:00:00",-64.073,-64.073,,B,,15,0.67,33.73,,18.43,,,
PAL9192,,"1991-12-05 00:00:00",-64.073,-64.073,,B,,20,0.43,37.46,,3.96,,,
PAL9192,,"1991-12-05 00:00:00",-64.073,-64.073,,B,,30,0.54,28.72,,26.91,,,
PAL9192,,"1991-12-10 00:00:00",-64.073,-64.073,,B,,10,1.54,36.82,,22.01,,,
PAL9192,,"1991-12-10 00:00:00",-64.073,-64.073,,B,,15,0.68,30.38,,22.4,,,
PAL9192,,"1991-12-10 00:00:00",-64.073,-64.073,,B,,25,1.87,44.06,,26.39,,,
PAL9192,,"1991-12-10 00:00:00",-64.073,-64.073,,B,,35,0.94,44.12,,10.56,,,
PAL9192,,"1991-12-10 00:00:00",-64.073,-64.073,,B,,50,0.65,35.17,,28.3,,,
PAL9192,,"1991-12-16 00:00:00",-64.073,-64.073,,B,,8,0.22,30.59,,15.75,,,
PAL9192,,"1991-12-16 00:00:00",-64.073,-64.073,,B,,13,0.47,33.2,,17.06,,,
PAL9192,,"1991-12-16 00:00:00",-64.073,-64.073,,B,,20,0.28,34.62,,17.61,,,
PAL9192,,"1991-12-18 00:00:00",-64.073,-64.073,,B,,8,0.18,34.55,,23.35,,,
PAL9192,,"1991-12-20 00:00:00",-64.073,-64.073,,B,,13,0.2,33.74,,11.48,,,
PAL9192,,"1991-12-21 00:00:00",-64.073,-64.073,,B,,4,0.22,34.02,,11.23,,,
PAL9192,,"1991-12-21 00:00:00",-64.073,-64.073,,B,,7,0.27,36.13,,19.87,,,
PAL9192,,"1991-12-21 00:00:00",-64.073,-64.073,,B,,10,0.62,43.64,,20.87,,,
PAL9192,,"1991-12-21 00:00:00",-64.073,-64.073,,B,,15,,,,,,,
PAL9192,,"1991-12-23 00:00:00",-64.073,-64.073,,B,,5,0.35,36.09,,7.65,,,
PAL9192,,"1991-12-23 00:00:00",-64.073,-64.073,,B,,10,0.4,39.98,,16.29,,,
PAL9192,,"1991-12-23 00:00:00",-64.073,-64.073,,B,,15,0.54,33.1,,14.49,,,
PAL9192,,"1991-12-23 00:00:00",-64.073,-64.073,,B,,25,0.3,42.24,,21.92,,,
PAL9192,,"1991-12-23 00:00:00",-64.073,-64.073,,B,,45,0.42,31.7,,19.07,,,
PAL9192,,"1991-12-27 00:00:00",-64.073,-64.073,,B,,3,0.19,37.05,,1.66,,,
PAL9192,,"1991-12-28 00:00:00",-64.073,-64.073,,B,,5,0.23,33.04,,15.42,,,
PAL9192,,"1991-12-28 00:00:00",-64.073,-64.073,,B,,10,0.26,29.26,,4.92,,,
PAL9192,,"1991-12-28 00:00:00",-64.073,-64.073,,B,,15,0.47,25.14,,12.29,,,
PAL9192,,"1991-12-28 00:00:00",-64.073,-64.073,,B,,20,0.54,29.5,,13.84,,,
PAL9192,,"1991-12-28 00:00:00",-64.073,-64.073,,B,,25,0.33,35.32,,18.41,,,
PAL9192,,"1991-12-28 00:00:00",-64.073,-64.073,,B,,40,0.83,28.24,,15.36,,,
PAL9192,,"1991-12-28 00:00:00",-64.073,-64.073,,B,,50,0.29,32.21,,15.48,,,
PAL9192,,"1991-12-30 00:00:00",-64.073,-64.073,,B,,5,0.34,37.12,,10.48,,,
PAL9192,,"1991-12-30 00:00:00",-64.073,-64.073,,B,,8,0.27,31.39,,6.09,,,
PAL9192,,"1991-12-30 00:00:00",-64.073,-64.073,,B,,20,0.37,31.74,,12.27,,,
PAL9192,,"1991-12-30 00:00:00",-64.073,-64.073,,B,,50,0.37,32.49,,18.64,,,
PAL9192,,"1991-12-31 00:00:00",-64.073,-64.073,,B,,13,0.26,47.85,,20.41,,,
PAL9192,,"1992-01-02 00:00:00",-64.073,-64.073,,B,,3,0.2,37.71,,7.64,,,
PAL9192,,"1992-01-02 00:00:00",-64.073,-64.073,,B,,5,0.22,36.1,,8.95,,,
PAL9192,,"1992-01-02 00:00:00",-64.073,-64.073,,B,,10,0.34,34.25,,14.05,,,
PAL9192,,"1992-01-02 00:00:00",-64.073,-64.073,,B,,20,0.65,44.68,,19.47,,,
PAL9192,,"1992-01-02 00:00:00",-64.073,-64.073,,B,,50,0.46,40.77,,18.28,,,
PAL9192,,"1992-01-04 00:00:00",-64.073,-64.073,,B,,3,0.39,25.03,,1.41,,,
PAL9192,,"1992-01-04 00:00:00",-64.073,-64.073,,B,,5,0.54,27.15,,2.25,,,
PAL9192,,"1992-01-04 00:00:00",-64.073,-64.073,,B,,8,1.5,32.43,,12.81,,,
PAL9192,,"1992-01-04 00:00:00",-64.073,-64.073,,B,,10,1,35.34,,5.66,,,
PAL9192,,"1992-01-04 00:00:00",-64.073,-64.073,,B,,15,1.28,35.76,,9.68,,,
PAL9192,,"1992-01-04 00:00:00",-64.073,-64.073,,B,,20,1.17,31.05,,12.44,,,
PAL9192,,"1992-01-04 00:00:00",-64.073,-64.073,,B,,50,1.65,38.42,,19.42,,,
PAL9192,,"1992-01-07 00:00:00",-64.073,-64.073,,B,,3,1,40.15,,9.7,,,
PAL9192,,"1992-01-07 00:00:00",-64.073,-64.073,,B,,6,1.13,35.6,,13.93,,,
PAL9192,,"1992-01-07 00:00:00",-64.073,-64.073,,B,,8,1.09,36.96,,13.53,,,
PAL9192,,"1992-01-07 00:00:00",-64.073,-64.073,,B,,20,1.67,37.47,,22.04,,,
PAL9192,,"1992-01-07 00:00:00",-64.073,-64.073,,B,,40,1.8,34.28,,21.16,,,
PAL9192,,"1992-01-08 00:00:00",-64.073,-64.073,,B,,6,1.11,33.31,,11.74,,,
PAL9192,,"1992-01-09 00:00:00",-64.073,-64.073,,B,,3,0.69,23.81,,12.11,,,
PAL9192,,"1992-01-09 00:00:00",-64.073,-64.073,,B,,5,0.64,29.03,,19.11,,,
PAL9192,,"1992-01-09 00:00:00",-64.073,-64.073,,B,,7,1.17,29.74,,20.72,,,
PAL9192,,"1992-01-09 00:00:00",-64.073,-64.073,,B,,9,1.41,23.46,,23.34,,,
PAL9192,,"1992-01-09 00:00:00",-64.073,-64.073,,B,,13,1.8,30.14,,33.54,,,
PAL9192,,"1992-01-09 00:00:00",-64.073,-64.073,,B,,20,2.15,30.87,,36.66,,,
PAL9192,,"1992-01-09 00:00:00",-64.073,-64.073,,B,,40,2.51,28.65,,42.78,,,
PAL9192,,"1992-01-10 00:00:00",-64.073,-64.073,,B,,8,1.24,25.46,,20.72,,,
PAL9192,,"1992-01-11 00:00:00",-64.073,-64.073,,B,,3,1.18,22.8,,13.19,,,
PAL9192,,"1992-01-11 00:00:00",-64.073,-64.073,,B,,5,0.82,23.42,,14.72,,,
PAL9192,,"1992-01-11 00:00:00",-64.073,-64.073,,B,,7,1.05,25.18,,17.65,,,
PAL9192,,"1992-01-11 00:00:00",-64.073,-64.073,,B,,9,1.1,27.45,,18.53,,,
PAL9192,,"1992-01-11 00:00:00",-64.073,-64.073,,B,,11,1.2,26.01,,18.17,,,
PAL9192,,"1992-01-11 00:00:00",-64.073,-64.073,,B,,20,1.68,31.18,,29.11,,,
PAL9192,,"1992-01-11 00:00:00",-64.073,-64.073,,B,,45,1.66,25.38,,21.55,,,
PAL9192,,"1992-01-13 00:00:00",-64.073,-64.073,,B,,3,1.05,28.23,,14.14,,,
PAL9192,,"1992-01-13 00:00:00",-64.073,-64.073,,B,,6,0.95,22.06,,14.62,,,
PAL9192,,"1992-01-13 00:00:00",-64.073,-64.073,,B,,12,1.69,39.24,,21.97,,,
PAL9192,,"1992-01-13 00:00:00",-64.073,-64.073,,B,,20,1.71,26.18,,29.38,,,
PAL9192,,"1992-01-13 00:00:00",-64.073,-64.073,,B,,50,2.13,33.22,,32.66,,,
PAL9192,,"1992-01-14 00:00:00",-64.073,-64.073,,B,,6,0.97,29.09,,16.46,,,
PAL9192,,"1992-01-16 00:00:00",-64.073,-64.073,,B,,6,1.19,27.9,,19.44,,,
PAL9192,,"1992-01-16 00:00:00",-64.073,-64.073,,B,,8,1.06,26.79,,17.01,,,
PAL9192,,"1992-01-16 00:00:00",-64.073,-64.073,,B,,15,1.51,28.58,,21.13,,,
PAL9192,,"1992-01-16 00:00:00",-64.073,-64.073,,B,,25,1.8,27.56,,26.51,,,
PAL9192,,"1992-01-16 00:00:00",-64.073,-64.073,,B,,50,1.78,25.4,,23.49,,,
PAL9192,,"1992-01-18 00:00:00",-64.073,-64.073,,B,,3,1.27,29.68,,21.47,,,
PAL9192,,"1992-01-18 00:00:00",-64.073,-64.073,,B,,5,1.27,29.91,,23.35,,,
PAL9192,,"1992-01-18 00:00:00",-64.073,-64.073,,B,,10,1.24,29.22,,18.91,,,
PAL9192,,"1992-01-18 00:00:00",-64.073,-64.073,,B,,20,2.04,32.8,,28.7,,,
PAL9192,,"1992-01-18 00:00:00",-64.073,-64.073,,B,,30,2.04,28.39,,24.26,,,
PAL9192,,"1992-01-18 00:00:00",-64.073,-64.073,,B,,40,2.41,36.49,,34.45,,,
PAL9192,,"1992-01-18 00:00:00",-64.073,-64.073,,B,,60,1.84,28.68,,23.74,,,
PAL9192,,"1992-01-20 00:00:00",-64.073,-64.073,,B,,5,1.02,23.01,,11.13,,,
PAL9192,,"1992-01-20 00:00:00",-64.073,-64.073,,B,,8,1.12,23.33,,11.92,,,
PAL9192,,"1992-01-20 00:00:00",-64.073,-64.073,,B,,10,0.93,23.1,,10.92,,,
PAL9192,,"1992-01-20 00:00:00",-64.073,-64.073,,B,,10,1.84,29.7,,23.7,,,
PAL9192,,"1992-01-20 00:00:00",-64.073,-64.073,,B,,20,1.27,22.23,,16.26,,,
PAL9192,,"1992-01-20 00:00:00",-64.073,-64.073,,B,,50,1.74,24.96,,26.82,,,
PAL9192,,"1992-01-24 00:00:00",-64.073,-64.073,,B,,5,1.52,22.36,,21.17,,,
PAL9192,,"1992-01-24 00:00:00",-64.073,-64.073,,B,,8,1.53,23.04,,21.78,,,
PAL9192,,"1992-01-24 00:00:00",-64.073,-64.073,,B,,12,1.54,23.4,,21.34,,,
PAL9192,,"1992-01-24 00:00:00",-64.073,-64.073,,B,,17,1.86,26.31,,31.41,,,
PAL9192,,"1992-01-24 00:00:00",-64.073,-64.073,,B,,20,1.59,25.93,,21.7,,,
PAL9192,,"1992-01-24 00:00:00",-64.073,-64.073,,B,,30,1.46,23.12,,21.98,,,
PAL9192,,"1992-01-24 00:00:00",-64.073,-64.073,,B,,50,1.84,24.8,,27.71,,,
PAL9192,,"1992-01-26 00:00:00",-64.073,-64.073,,B,,3,1.93,27.2,,27.1,,,
PAL9192,,"1992-01-26 00:00:00",-64.073,-64.073,,B,,5,2.09,25.5,,33.33,,,
PAL9192,,"1992-01-26 00:00:00",-64.073,-64.073,,B,,10,1.9,27.77,,28.5,,,
PAL9192,,"1992-01-26 00:00:00",-64.073,-64.073,,B,,20,2.1,25.98,,33.82,,,
PAL9192,,"1992-01-26 00:00:00",-64.073,-64.073,,B,,40,2.04,30.09,,30.62,,,
PAL9192,,"1992-01-27 00:00:00",-64.073,-64.073,,B,,9,2.2,30.08,,25.32,,,
PAL9192,,"1992-01-30 00:00:00",-64.073,-64.073,,B,,5,1.89,24.43,,26.48,,,
PAL9192,,"1992-01-30 00:00:00",-64.073,-64.073,,B,,15,1.86,26.83,,27.71,,,
PAL9192,,"1992-01-30 00:00:00",-64.073,-64.073,,B,,25,1.78,22.27,,22.35,,,
PAL9192,,"1992-01-30 00:00:00",-64.073,-64.073,,B,,35,1.67,21.15,,22.82,,,
PAL9192,,"1992-01-30 00:00:00",-64.073,-64.073,,B,,45,2,26.83,,32.44,,,
PAL9192,,"1992-01-30 00:00:00",-64.073,-64.073,,B,,55,1.79,23.54,,25,,,
PAL9192,,"1992-02-01 00:00:00",-64.073,-64.073,,B,,10,1.78,24.86,,25.44,,,
PAL9192,,"1992-02-01 00:00:00",-64.073,-64.073,,B,,10,1.75,22.49,,23.45,,,
PAL9192,,"1992-02-01 00:00:00",-64.073,-64.073,,B,,12,1.74,26.37,,23.26,,,
PAL9192,,"1992-02-01 00:00:00",-64.073,-64.073,,B,,12,1.98,25.27,,26.6,,,
PAL9192,,"1992-02-01 00:00:00",-64.073,-64.073,,B,,17,1.64,24.32,,23.03,,,
PAL9192,,"1992-02-01 00:00:00",-64.073,-64.073,,B,,17,1.67,25.86,,22.22,,,
PAL9192,,"1992-02-02 00:00:00",-64.073,-64.073,,B,,10,1.81,27.94,,29.82,,,
PAL9192,,"1992-02-02 00:00:00",-64.073,-64.073,,B,,20,1.85,27.48,,29.77,,,
PAL9192,,"1992-02-02 00:00:00",-64.073,-64.073,,B,,30,1.63,24.14,,24.6,,,
PAL9192,,"1992-02-02 00:00:00",-64.073,-64.073,,B,,40,1.63,24.69,,25.46,,,
PAL9192,,"1992-02-02 00:00:00",-64.073,-64.073,,B,,50,1.86,24.55,,25.88,,,
PAL9192,,"1992-02-04 00:00:00",-64.073,-64.073,,B,,12,1.75,24.53,,27.18,,,
PAL9192,,"1992-02-07 00:00:00",-64.073,-64.073,,B,,10,1.6,24.66,,22.54,,,
PAL9192,,"1992-02-07 00:00:00",-64.073,-64.073,,B,,18,1.56,23.77,,21.21,,,
PAL9192,,"1992-02-07 00:00:00",-64.073,-64.073,,B,,20,1.75,28.43,,23.14,,,
PAL9192,,"1992-02-07 00:00:00",-64.073,-64.073,,B,,30,1.72,26.38,,24.35,,,
PAL9192,,"1992-02-10 00:00:00",-64.073,-64.073,,B,,9,1.59,27.93,,23.21,,,
PAL9192,,"1992-02-10 00:00:00",-64.073,-64.073,,B,,15,1.59,21.57,,24.31,,,
PAL9192,,"1992-02-10 00:00:00",-64.073,-64.073,,B,,22,1.58,23.02,,21.91,,,
PAL9192,,"1992-02-10 00:00:00",-64.073,-64.073,,B,,30,1.56,23.81,,22.68,,,
PAL9192,,"1992-02-10 00:00:00",-64.073,-64.073,,B,,50,1.74,21.49,,25.2,,,
PAL9192,,"1992-02-13 00:00:00",-64.073,-64.073,,B,,15,1.53,32.69,,20.46,,,
PAL9192,,"1992-02-15 00:00:00",-64.073,-64.073,,B,,5,1.58,30.95,,21.48,,,
PAL9192,,"1992-02-15 00:00:00",-64.073,-64.073,,B,,10,1.54,32.71,,21.88,,,
PAL9192,,"1992-02-15 00:00:00",-64.073,-64.073,,B,,15,,,,,,,
PAL9192,,"1992-02-15 00:00:00",-64.073,-64.073,,B,,20,1.63,34.79,,22.51,,,
PAL9192,,"1992-02-15 00:00:00",-64.073,-64.073,,B,,25,1.63,33.64,,22.28,,,
PAL9192,,"1992-02-15 00:00:00",-64.073,-64.073,,B,,30,1.59,36.61,,20.46,,,
PAL9192,,"1992-02-15 00:00:00",-64.073,-64.073,,B,,32,1.87,39.86,,26.88,,,
PAL9192,,"1992-02-17 00:00:00",-64.073,-64.073,,B,,5,1.6,29.62,,23.42,,,
PAL9192,,"1992-02-17 00:00:00",-64.073,-64.073,,B,,13,1.49,29.62,,22.22,,,
PAL9192,,"1992-02-17 00:00:00",-64.073,-64.073,,B,,19,1.53,28.56,,21.12,,,
PAL9192,,"1992-02-17 00:00:00",-64.073,-64.073,,B,,30,1.51,26.16,,20.43,,,
PAL9192,,"1992-02-17 00:00:00",-64.073,-64.073,,B,,40,1.6,29.72,,22.7,,,
PAL9192,,"1992-02-17 00:00:00",-64.073,-64.073,,B,,50,1.6,32.23,,24.47,,,
PAL9192,,"1992-02-17 00:00:00",-64.073,-64.073,,B,,60,1.71,31.88,,25.3,,,
